index,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,url
565,Filthy,Justin Timberlake,dance pop,2018,97,58,75,-6,25,65,294,4,14,62,https://api.vagalume.com.br/search.php?art=Justin%20Timberlake&mus=Filthy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
566,Never Be the Same - Radio Edit,Camila Cabello,dance pop,2018,130,69,63,-4,12,25,227,16,9,57,https://api.vagalume.com.br/search.php?art=Camila%20Cabello&mus=Never%20Be%20the%20Same%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
567,Ferrari,Bebe Rexha,dance pop,2018,77,48,58,-6,10,42,213,2,3,57,https://api.vagalume.com.br/search.php?art=Bebe%20Rexha&mus=Ferrari&apikey=7789e585a72c1c95ab44a555ccc2b4e4
568,Supplies,Justin Timberlake,dance pop,2018,120,55,79,-7,13,23,226,1,5,57,https://api.vagalume.com.br/search.php?art=Justin%20Timberlake&mus=Supplies&apikey=7789e585a72c1c95ab44a555ccc2b4e4
569,Boom Boom,RedOne,moroccan pop,2018,110,76,75,-8,20,58,248,0,5,53,https://api.vagalume.com.br/search.php?art=RedOne&mus=Boom%20Boom&apikey=7789e585a72c1c95ab44a555ccc2b4e4
570,...Ready For It? - BloodPop® Remix,Taylor Swift,pop,2018,160,84,58,-5,10,50,190,13,22,52,https://api.vagalume.com.br/search.php?art=Taylor%20Swift&mus=...Ready%20For%20It%3F%20-%20BloodPop%C2%AE%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
571,Drip (feat. Migos),Cardi B,pop,2018,130,59,97,-8,8,27,264,5,26,45,https://api.vagalume.com.br/search.php?art=Cardi%20B&mus=Drip%20%28feat.%20Migos%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
572,Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,2018,102,77,58,-5,9,76,182,5,8,44,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Tell%20Me%20You%20Love%20Me%20-%20NOTD%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
573,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Memories&apikey=7789e585a72c1c95ab44a555ccc2b4e4
574,Lose You To Love Me,Selena Gomez,dance pop,2019,102,34,51,-9,21,9,206,58,4,97,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Lose%20You%20To%20Love%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
575,Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,https://api.vagalume.com.br/search.php?art=Lewis%20Capaldi&mus=Someone%20You%20Loved&apikey=7789e585a72c1c95ab44a555ccc2b4e4
576,Señorita,Shawn Mendes,canadian pop,2019,117,54,76,-6,9,75,191,4,3,95,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Se%C3%B1orita&apikey=7789e585a72c1c95ab44a555ccc2b4e4
577,How Do You Sleep?,Sam Smith,pop,2019,111,68,48,-5,8,35,202,15,9,93,https://api.vagalume.com.br/search.php?art=Sam%20Smith&mus=How%20Do%20You%20Sleep%3F&apikey=7789e585a72c1c95ab44a555ccc2b4e4
578,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,2019,98,62,86,-6,9,67,204,15,8,92,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=South%20of%20the%20Border%20%28feat.%20Camila%20Cabello%20%26%20Cardi%20B%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
579,Trampoline (with ZAYN),SHAED,electropop,2019,127,46,62,-6,14,50,184,56,3,92,https://api.vagalume.com.br/search.php?art=SHAED&mus=Trampoline%20%28with%20ZAYN%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
580,Happier,Marshmello,brostep,2019,100,79,69,-3,17,67,214,19,5,90,https://api.vagalume.com.br/search.php?art=Marshmello&mus=Happier&apikey=7789e585a72c1c95ab44a555ccc2b4e4
581,Truth Hurts,Lizzo,escape room,2019,158,62,72,-3,12,41,173,11,11,90,https://api.vagalume.com.br/search.php?art=Lizzo&mus=Truth%20Hurts&apikey=7789e585a72c1c95ab44a555ccc2b4e4
582,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2019,96,89,67,-3,74,48,159,30,6,90,https://api.vagalume.com.br/search.php?art=Lizzo&mus=Good%20as%20Hell%20%28feat.%20Ariana%20Grande%29%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
583,Higher Love,Kygo,edm,2019,104,68,69,-7,10,40,228,2,3,88,https://api.vagalume.com.br/search.php?art=Kygo&mus=Higher%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
584,Only Human,Jonas Brothers,boy band,2019,94,50,80,-6,6,87,183,11,7,87,https://api.vagalume.com.br/search.php?art=Jonas%20Brothers&mus=Only%20Human&apikey=7789e585a72c1c95ab44a555ccc2b4e4
585,Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Beautiful%20People%20%28feat.%20Khalid%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
586,Sucker,Jonas Brothers,boy band,2019,138,73,84,-5,11,95,181,4,6,86,https://api.vagalume.com.br/search.php?art=Jonas%20Brothers&mus=Sucker&apikey=7789e585a72c1c95ab44a555ccc2b4e4
587,Don't Call Me Up,Mabel,dance pop,2019,99,88,67,-3,8,23,178,30,15,86,https://api.vagalume.com.br/search.php?art=Mabel&mus=Don%27t%20Call%20Me%20Up&apikey=7789e585a72c1c95ab44a555ccc2b4e4
588,I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=I%20Don%27t%20Care%20%28with%20Justin%20Bieber%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
589,Talk (feat. Disclosure),Khalid,alternative r&b,2019,136,40,90,-9,6,35,198,5,13,84,https://api.vagalume.com.br/search.php?art=Khalid&mus=Talk%20%28feat.%20Disclosure%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
590,Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,2019,122,89,81,-4,8,61,229,2,4,84,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=Giant%20%28with%20Rag%27n%27Bone%20Man%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
591,Takeaway,The Chainsmokers,electropop,2019,100,51,53,-8,10,35,210,13,3,83,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Takeaway&apikey=7789e585a72c1c95ab44a555ccc2b4e4
592,All Around The World (La La La),R3HAB,big room,2019,125,86,73,-5,11,52,148,48,3,82,https://api.vagalume.com.br/search.php?art=R3HAB&mus=All%20Around%20The%20World%20%28La%20La%20La%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
593,Girls Like You (feat. Cardi B),Maroon 5,pop,2019,125,54,85,-7,13,45,236,57,5,81,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Girls%20Like%20You%20%28feat.%20Cardi%20B%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
594,Call You Mine,The Chainsmokers,electropop,2019,104,70,59,-6,34,52,218,20,3,81,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Call%20You%20Mine&apikey=7789e585a72c1c95ab44a555ccc2b4e4
595,No Guidance (feat. Drake),Chris Brown,dance pop,2019,93,45,70,-7,16,14,261,12,15,81,https://api.vagalume.com.br/search.php?art=Chris%20Brown&mus=No%20Guidance%20%28feat.%20Drake%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
596,Antisocial (with Travis Scott),Ed Sheeran,pop,2019,152,82,72,-5,36,91,162,13,5,78,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Antisocial%20%28with%20Travis%20Scott%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
597,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,2019,96,80,84,-4,6,62,213,16,23,77,https://api.vagalume.com.br/search.php?art=DJ%20Snake&mus=Taki%20Taki%20%28feat.%20Selena%20Gomez%2C%20Ozuna%20%26%20Cardi%20B%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
598,Con Calma - Remix,Daddy Yankee,latin,2019,94,87,74,-3,4,61,181,17,5,76,https://api.vagalume.com.br/search.php?art=Daddy%20Yankee&mus=Con%20Calma%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
599,Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,2019,104,66,61,-7,20,16,176,1,3,75,https://api.vagalume.com.br/search.php?art=Mark%20Ronson&mus=Find%20U%20Again%20%28feat.%20Camila%20Cabello%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
600,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,95,79,75,-6,7,61,206,21,12,75,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Cross%20Me%20%28feat.%20Chance%20the%20Rapper%20%26%20PnB%20Rock%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
601,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,2019,136,76,53,-5,9,65,260,7,34,70,https://api.vagalume.com.br/search.php?art=DJ%20Khaled&mus=No%20Brainer%20%28feat.%20Justin%20Bieber%2C%20Chance%20the%20Rapper%20%26%20Quavo%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
602,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2019,114,79,60,-6,42,24,217,1,7,69,https://api.vagalume.com.br/search.php?art=Mark%20Ronson&mus=Nothing%20Breaks%20Like%20a%20Heart%20%28feat.%20Miley%20Cyrus%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
603,Kills You Slowly,The Chainsmokers,electropop,2019,150,44,70,-9,13,23,213,6,6,67,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Kills%20You%20Slowly&apikey=7789e585a72c1c95ab44a555ccc2b4e4
